id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34266519,Rental unit in Málaga · ★4.75 · 1 bedroom · 1 bed · 1 bath,3376700,Freshlanding,,Centro,36.72157,-4.40889,Entire home/apt,120,2,76,2023-12-16,1.34,67,157,18,CTC-2019074098
34272776,Rental unit in Málaga · ★4.85 · 3 bedrooms · 4 beds · 2 baths,14324683,Félix Francisco,,Centro,36.7171,-4.41128,Entire home/apt,185,3,55,2023-12-29,0.98,1,109,11,VFT/MA/27927
34283268,Rental unit in Málaga · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,234143835,Barno,,Centro,36.72117,-4.42985,Private room,32,2,342,2023-12-23,6.03,2,0,109,VFT/MA/31173
34298323,Rental unit in Málaga · ★4.95 · 1 bedroom · 2 beds · 1 bath,62735868,Jose Manuel,,Centro,36.72351,-4.41889,Entire home/apt,157,2,22,2022-11-07,0.41,1,349,0,VFT/MA/27044
34324509,Condo in Málaga · ★4.85 · 1 bedroom · 2 beds · 1 bath,221579918,Vera,,Carretera de Cadiz,36.68483,-4.44892,Entire home/apt,116,2,13,2023-08-08,0.24,1,349,3,VFT/MA-32072
34326249,Rental unit in Málaga · ★4.98 · 2 bedrooms · 2 beds · 1 bath,259149615,Alberto,,Centro,36.72244,-4.4274,Entire home/apt,93,4,97,2023-10-20,1.75,1,0,19,CTC-2019094958
34335857,Home in Málaga · ★4.78 · 2 bedrooms · 2 beds · 1 bath,3257191,Almudena,,Bailen-Miraflores,36.72283,-4.43394,Entire home/apt,80,2,81,2023-10-30,1.47,1,0,31,VFT/MA/32352
34340272,Loft in Málaga · ★4.81 · 1 bedroom · 3 beds · 1 bath,60226877,Jose Antoniop,,Carretera de Cadiz,36.7003,-4.45118,Entire home/apt,59,2,193,2023-12-10,3.40,3,57,34,VFT/MA/29117
34364418,Rental unit in Málaga · ★4.80 · 1 bedroom · 1 bed · 1 bath,175037335,Sergio,,Centro,36.72097,-4.4227,Entire home/apt,69,7,113,2023-12-28,2.03,2,0,38,VFT/MA/31817
34378779,Chalet in Málaga · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,32594491,Prodigia,,Este,36.72287,-4.3563,Private room,150,1,4,2023-08-06,0.15,9,363,1,VFT/MA/24340
34411680,Rental unit in Málaga · ★4.90 · 3 bedrooms · 6 beds · 3.5 baths,131877957,Clara,,Centro,36.72159,-4.42162,Entire home/apt,272,1,59,2023-12-06,1.07,9,0,24,A/MA/01335
34459961,Rental unit in Málaga · ★4.65 · 3 bedrooms · 3 beds · 2 baths,260133853,Wendolin,,Centro,36.724709,-4.422992,Entire home/apt,110,2,72,2023-11-26,1.28,1,25,7,CTC-2019055851
34497518,Rental unit in Málaga · ★4.20 · 1 bedroom · 1 bed · 1 bath,5890675,La Recepción,,Centro,36.723095,-4.423987,Entire home/apt,102,1,64,2023-11-27,1.13,64,331,25,VFT/MA/12087
34499566,Rental unit in Málaga · ★4.91 · 1 bedroom · 2 beds · 1 bath,260387261,Carmen,,Centro,36.72863,-4.4138,Entire home/apt,77,4,88,2023-12-12,1.57,1,325,22,CTC-2018013494
34506752,Rental unit in Málaga · ★4.31 · 6 bedrooms · 11 beds · 2 baths,252959314,Malaga,,Centro,36.72419,-4.41749,Entire home/apt,358,2,55,2023-12-11,1.02,24,17,15,VFT/MA/30736
34515076,Rental unit in Málaga · ★5.0 · Studio · 1 bed · 1 bath,4699203,Anthony,,Centro,36.71669,-4.42507,Entire home/apt,146,3,3,2021-08-24,0.05,1,31,0,VFT/MA/27582
34571853,Rental unit in Málaga · ★3.83 · 4 bedrooms · 4 beds · 2 baths,76605929,Cristina,,Teatinos-Universidad,36.71877,-4.46188,Entire home/apt,65,5,6,2022-08-23,0.11,1,180,0,201999901672287
34592596,Home in Málaga · ★5.0 · 2 bedrooms · 3 beds · 2 baths,260987215,Jeroen,,Este,36.71925,-4.36267,Entire home/apt,200,3,3,2021-10-13,0.06,1,91,0,CTC-2019083900
34598007,Home in Málaga · ★4.79 · 5 bedrooms · 8 beds · 3 baths,261025803,Simon,,Este,36.72185,-4.37651,Entire home/apt,560,3,29,2023-09-12,0.55,2,295,6,CTC-2019069234
34612889,Rental unit in Málaga · ★4.31 · 1 bedroom · 3 beds · 2.5 shared baths,252959314,Malaga,,Centro,36.72265,-4.4166,Private room,32,1,145,2023-12-15,2.57,24,26,39,VFT/MA/30736
34616656,Rental unit in Málaga · ★4.33 · 7 bedrooms · 13 beds · 2 baths,252959314,Malaga,,Centro,36.72456,-4.41587,Entire home/apt,358,2,58,2023-09-24,1.11,24,24,19,VFT/MA/30736
34624419,Rental unit in Málaga · ★4.72 · Studio · 1 bed · 1 bath,256088965,Ana & Lucas,,Centro,36.73325,-4.42021,Entire home/apt,45,4,109,2023-11-13,1.95,5,340,38,CTC-2019-061721
34631886,Rental unit in Málaga · ★4.91 · 3 bedrooms · 4 beds · 2 baths,261278397,Sophie & Janne,,Centro,36.72993,-4.42471,Entire home/apt,200,3,109,2023-12-10,1.95,1,0,26,VFT/MA/28157
34633890,Rental unit in Málaga · ★4.70 · 1 bedroom · 1 bed · 1 bath,138864019,Alberto,,Este,36.72253,-4.37784,Entire home/apt,65,2,100,2023-11-10,1.78,29,281,21,A/MA/01611
34646755,Rental unit in Málaga · ★4.91 · 4 bedrooms · 6 beds · 2 baths,17556274,Fernando,,Centro,36.72514,-4.41909,Entire home/apt,221,3,147,2023-12-30,2.65,4,161,41,VFT/MA/30295
34646927,Home in Malaga · ★4.52 · 2 bedrooms · 2 beds · 1 bath,261380980,Jesus,,Centro,36.729149,-4.411386,Entire home/apt,58,3,67,2023-10-31,1.21,1,80,22,CTC2019076641
34649666,Rental unit in Málaga · ★4.11 · 1 bedroom · 3 beds · 1 bath,115528688,Javier,,Centro,36.72083,-4.4224,Entire home/apt,,1,9,2023-11-18,0.18,88,0,4,VFT/MA/06296
34650010,Rental unit in Málaga · ★4.31 · 3 bedrooms · 3 beds · 1 bath,152346751,Francisco Lope,,Cruz De Humilladero,36.70854,-4.44309,Entire home/apt,77,2,35,2023-08-14,0.62,2,57,5,VFT/MA/29300
34660238,Condo in Málaga · ★4.90 · 1 bedroom · 2 beds · 1 bath,261358811,Peter,,Centro,36.71414,-4.42894,Entire home/apt,149,3,86,2023-05-08,1.58,1,178,1,CTC-2019056161
34660255,Rental unit in Málaga · ★4.57 · 3 bedrooms · 8 beds · 2 baths,115528688,Javier,,Centro,36.7206,-4.42209,Entire home/apt,236,1,23,2023-10-29,0.44,88,3,8,VFT/MA/06296
34699943,Rental unit in Málaga · ★4.60 · 1 bedroom · 1 bed · 1 bath,261499325,Tandem,,Centro,36.71303,-4.42217,Entire home/apt,214,1,5,2023-10-10,0.37,1,364,4,A/MA/01489
34732372,Rental unit in Málaga · ★4.58 · 3 bedrooms · 6 beds · 1 bath,261955071,Yolanda,,Centro,36.72912,-4.42023,Entire home/apt,106,1,159,2023-12-31,2.95,1,220,61,VFT/MA/32157
34741543,Rental unit in Málaga · ★4.52 · 2 bedrooms · 2 beds · 1.5 baths,244482777,Karim,,Centro,36.72915,-4.42402,Entire home/apt,89,2,25,2023-12-10,0.45,5,151,11,VFT/MA/15598
34744563,Rental unit in Málaga · ★4.84 · 3 bedrooms · 7 beds · 3 baths,5466007,Carlos,,Centro,36.72552,-4.4207,Entire home/apt,194,3,56,2023-09-17,1.00,1,241,5,VFT/MA/30327
34774740,Rental unit in Málaga · ★4.45 · 1 bedroom · 2 beds · 1 bath,200181248,Maria José,,Bailen-Miraflores,36.72956,-4.43588,Entire home/apt,139,1,11,2022-07-29,0.20,11,361,0,VFT/MA/ 32264
34775472,Rental unit in Málaga · ★4.37 · 2 bedrooms · 3 beds · 2 baths,120568489,Blanca,,Centro,36.71806,-4.42172,Entire home/apt,230,1,158,2023-11-28,2.94,3,140,54,CTC-2019012302
34796073,Rental unit in Málaga · ★4.51 · 3 bedrooms · 4 beds · 1.5 baths,23338139,Syk Homes,,Cruz De Humilladero,36.72127,-4.43278,Entire home/apt,115,3,73,2023-12-27,1.37,2,0,25,VFT/MA/09944
34797066,Cottage in Málaga · ★5.0 · 4 bedrooms · 5 beds · 2 baths,262364017,Lagar Martinez,,Este,36.83071,-4.31951,Entire home/apt,197,2,4,2023-05-15,0.07,5,362,1,CR/MA/00392
34805088,Rental unit in Málaga · ★4.45 · 1 bedroom · 2 beds · 1 bath,120568489,Blanca,,Centro,36.71832,-4.42347,Entire home/apt,130,1,59,2023-11-08,1.10,3,0,28,CTC-2019012299
34806973,Cottage in Málaga · 14 bedrooms · 4 beds · 1 bath,262364017,Lagar Martinez,,Este,36.8186,-4.30081,Entire home/apt,136,2,0,,,5,359,0,CR/MA/00283-84
34807416,Cottage in Málaga · 14 bedrooms · 7 beds · 2 baths,262364017,Lagar Martinez,,Este,36.81794,-4.30063,Entire home/apt,226,2,2,2019-08-13,0.04,5,359,0,CR/MA/00283-84
34807725,Cottage in Málaga · 14 bedrooms · 4 beds · 2 baths,262364017,Lagar Martinez,,Este,36.81842,-4.30062,Entire home/apt,136,2,0,,,5,359,0,CR/MA/00283-84
34807992,Cottage in Málaga · 14 bedrooms · 4 beds · 2 baths,262364017,Lagar Martinez,,Este,36.81778,-4.30084,Entire home/apt,136,2,0,,,5,359,0,CR/MA/00283-84
34815543,Rental unit in Málaga · ★4.52 · 1 bedroom · 2 beds · 1 bath,85287934,Marco,,Centro,36.72579,-4.41516,Entire home/apt,58,4,21,2023-02-27,0.38,1,211,3,CTC-2019087331
34833784,Rental unit in Málaga · ★4.93 · 1 bedroom · 2 beds · 1 bath,201136453,Kety,,Centro,36.72257,-4.41726,Entire home/apt,81,3,233,2023-12-15,4.15,4,25,62,VFT/MA/24337
34839485,Loft in Málaga · ★4.93 · 1 bedroom · 2 beds · 1 private bath,154535771,Francisco,,Puerto de la Torre,36.74204,-4.47581,Private room,94,2,14,2022-10-02,0.25,2,362,0,VFT/MA/18726
34851809,Rental unit in Málaga · ★4.75 · 3 bedrooms · 3 beds · 1 bath,13674439,Jorge,,Carretera de Cadiz,36.70695,-4.43357,Entire home/apt,60,1,56,2023-12-24,1.89,1,222,35,CTC-2018186325
34860908,Home in Málaga · ★4.0 · 3 bedrooms · 4 beds · 2 baths,46165944,Agustin,,Teatinos-Universidad,36.71891,-4.48012,Entire home/apt,85,5,8,2023-07-31,0.15,1,119,2,Exempt
34886755,Rental unit in Málaga · ★4.86 · 1 bedroom · 2 beds · 1 bath,164995998,Paloma,,Centro,36.72171,-4.4286,Entire home/apt,65,2,361,2023-12-27,7.13,2,89,89,VFT/MA/16895
34888673,Rental unit in Málaga · ★4.45 · 3 bedrooms · 4 beds · 1 bath,23338139,Syk Homes,,Centro,36.72514,-4.41942,Entire home/apt,127,3,55,2023-11-27,1.33,2,254,24,VFT/MA/72763
34890371,Rental unit in Málaga · ★4.33 · 2 bedrooms · 4 beds · 1 bath,244492011,Sunset Málaga Apartments,,Bailen-Miraflores,36.72202682495117,-4.432768821716309,Entire home/apt,95,4,9,2023-11-27,0.19,48,95,6,VFT/MA/31411
34902459,Rental unit in Málaga · ★4.76 · 3 bedrooms · 4 beds · 2 baths,210878122,David,,Bailen-Miraflores,36.72475,-4.43282,Entire home/apt,117,4,78,2023-12-11,1.45,2,67,21,CTC-2018145991
34925381,Rental unit in Málaga · ★4.64 · 3 bedrooms · 5 beds · 2 baths,244492011,Sunset Málaga Apartments,,Centro,36.71530532836914,-4.424760818481445,Entire home/apt,112,4,28,2023-12-17,0.51,48,48,17,VFT/MA/25365
34929888,Condo in Málaga · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,42508299,Iris,,Centro,36.7184,-4.42915,Private room,44,1,97,2023-10-25,1.78,4,0,35,2018219235
34953840,Rental unit in Málaga · ★4.0 · 1 bedroom · 1 bed · 1 bath,126429738,Steffen,,Centro,36.71911,-4.42043,Entire home/apt,147,1,5,2022-09-23,0.21,63,304,0,VFT/MA/24086
34955400,Rental unit in Málaga · ★4.85 · 2 bedrooms · 3 beds · 1 bath,126429738,Steffen,,Centro,36.72514,-4.41698,Entire home/apt,219,1,13,2023-12-26,0.32,63,334,6,VFT/MA/27140
34956903,Rental unit in Málaga · 1 bedroom · 1 bed · 1 shared bath,11499368,Lorena,,Centro,36.72813,-4.41512,Private room,47,4,2,2019-08-21,0.04,1,142,0,VFT/MA/33951
34960614,Rental unit in Málaga · ★4.51 · 1 bedroom · 1 bed · 1 bath,7082899,MimoRooms,,Centro,36.72342,-4.42503,Entire home/apt,78,2,188,2023-12-03,3.36,18,204,35,VFT/MA/16912
34964501,Rental unit in Málaga · ★4.43 · 3 bedrooms · 6 beds · 2 baths,244492011,Sunset Málaga Apartments,,Cruz De Humilladero,36.71455001831055,-4.431423187255859,Entire home/apt,137,4,7,2023-07-25,0.33,48,85,5,VFT/MA/01034
34965396,Rental unit in Málaga · ★4.27 · 2 bedrooms · 3 beds · 2 baths,244492011,Sunset Málaga Apartments,,Centro,36.71427536010742,-4.430066108703613,Entire home/apt,128,4,22,2023-09-25,0.41,48,91,6,VFT/MA/15285
34968401,Rental unit in Málaga · ★4.70 · 1 bedroom · 1 bed · 1 bath,197972732,Teatro Suites,,Centro,36.72374,-4.41876,Entire home/apt,96,2,43,2023-11-27,0.77,12,34,3,VFT/MA/32293
34972060,Rental unit in Málaga · ★4.93 · 4 bedrooms · 6 beds · 2 baths,263487786,Andres,,Cruz De Humilladero,36.71386,-4.43558,Entire home/apt,350,4,40,2023-11-04,0.73,2,356,7,CTC 2018 145781
34977061,Rental unit in Málaga · ★4.89 · 2 bedrooms · 2 beds · 1 bath,263510541,Andrea,,Bailen-Miraflores,36.7237,-4.43572,Entire home/apt,81,4,93,2023-12-18,1.66,1,77,47,CTC2018171531
34982245,Rental unit in Málaga · ★4.70 · 1 bedroom · 1 bath,209623643,Elizabeth,,Centro,36.72538,-4.42228,Entire home/apt,55,1,261,2023-12-18,9.61,6,138,93,Exempt
34989427,Rental unit in Málaga · ★4.71 · 2 bedrooms · 3 beds · 2 baths,94736627,Rocío,,Centro,36.71636,-4.42307,Entire home/apt,192,1,7,2023-10-21,0.15,38,180,6,VFT/MA/15451
34990628,Rental unit in Málaga · ★4.55 · 1 bedroom · 2 beds · 1 bath,89812313,Ele,,Centro,36.72196,-4.42054,Entire home/apt,114,2,11,2023-01-15,0.20,63,359,1,VFT/MA/32676
34994392,Loft in Málaga · Studio · 1 bed · 1 bath,203590987,Esteban,,Churriana,36.65836,-4.50576,Entire home/apt,80,1,0,,,1,89,0,CTC-2020020217
35003108,Rental unit in Málaga · ★4.53 · 1 bedroom · 2 beds · 1 bath,45749342,Malagasuite Showroom,,Centro,36.71855,-4.41217,Entire home/apt,226,1,36,2023-11-04,0.66,35,168,6,VFT/MA/32824
35030090,Rental unit in Málaga · ★4.56 · 3 bedrooms · 5 beds · 2 baths,19452509,Dolores,,Centro,36.72355,-4.41877,Entire home/apt,135,5,18,2023-08-20,0.33,3,20,3,Exempt
35054897,Rental unit in Málaga · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,200181248,Maria José,,Bailen-Miraflores,36.72973,-4.4359,Entire home/apt,297,1,4,2019-08-18,0.07,11,365,0,VFT/MA/ 32264
35062479,Condo in Málaga · ★4.43 · 1 bedroom · 1 bed · 1 bath,126122789,Adrian,,Este,36.72229,-4.37549,Entire home/apt,285,2,7,2022-06-07,0.13,4,0,0,CTC-2019081100
35064031,Condo in Málaga · ★4.96 · 3 bedrooms · 4 beds · 1 bath,41472083,Antonio,,Carretera de Cadiz,36.69499,-4.45039,Entire home/apt,100,3,25,2023-11-11,0.46,1,286,3,VFT/MA/27876
35115673,Loft in Málaga · ★4.69 · Studio · 2 beds · 1 bath,126122789,Adrian,,Este,36.72188,-4.37605,Entire home/apt,264,2,16,2023-06-02,0.29,4,93,3,CTC-2019085250
35120288,Chalet in Málaga · ★4.33 · 5 bedrooms · 5 beds · 3 baths,16656041,Robert,,Este,36.72733,-4.32987,Entire home/apt,571,5,6,2022-08-21,0.11,6,293,0,CTC-2019077386
35124086,Rental unit in Málaga · ★4.0 · 1 bedroom · 3 beds · 1 bath,80225433,I Loft Malaga,,Centro,36.72606,-4.41465,Entire home/apt,88,1,6,2022-02-27,0.11,181,362,0,CTC-2019048557
35124087,Rental unit in Málaga · ★4.88 · 3 bedrooms · 6 beds · 2 baths,80225433,I Loft Malaga,,Centro,36.72099,-4.422,Entire home/apt,164,1,69,2023-11-08,1.24,181,56,21,VFT/MA/24521
35124090,Rental unit in Málaga · ★4.65 · 3 bedrooms · 7 beds · 2 baths,80225433,I Loft Malaga,,Centro,36.71866,-4.42077,Entire home/apt,145,1,20,2022-05-19,0.36,181,143,0,VFT/MA/18471
35124091,Rental unit in Málaga · ★4.60 · 3 bedrooms · 6 beds · 2 baths,80225433,I Loft Malaga,,Centro,36.72086,-4.42003,Entire home/apt,145,1,30,2022-05-22,0.56,181,143,0,VFT/MA/23367
35140708,Home in Málaga · ★4.80 · 4 bedrooms · 7 beds · 2 baths,261025803,Simon,,Este,36.71964,-4.36728,Entire home/apt,485,3,15,2023-07-20,0.37,2,118,4,CTC-2019069234
35159456,Rental unit in Málaga · ★4.95 · 4 bedrooms · 7 beds · 2 baths,264789552,Jaime,,Centro,36.72028,-4.40691,Entire home/apt,302,3,66,2023-12-14,1.22,3,308,13,VFT/MA/31489
35170845,Hostel in Málaga · ★4.67 · 1 bedroom · 2 beds · 1 private bath,264676340,Carolina,,Centro,36.71972,-4.42477,Private room,53,1,15,2023-01-02,0.32,5,270,1,B93123115
35170848,Hostel in Málaga · ★4.53 · 1 bedroom · 1 bed · 1 private bath,264676340,Carolina,,Centro,36.72104,-4.42486,Private room,65,1,219,2023-11-20,7.00,5,282,24,B93123115
35170850,Hostel in Málaga · ★4.51 · 1 bedroom · 1 bed · 1 private bath,264676340,Carolina,,Centro,36.71966,-4.42362,Private room,76,1,70,2023-12-01,1.71,5,308,14,B93123115
35170855,Hostel in Málaga · ★4.77 · 1 bedroom · 2 beds · 1 private bath,264676340,Carolina,,Centro,36.72189,-4.4248,Private room,93,1,39,2023-12-09,0.94,5,293,10,B93123115
35170862,Hostel in Málaga · ★4.55 · 1 bedroom · 2 beds · 1 private bath,264676340,Carolina,,Centro,36.72121,-4.42433,Private room,62,1,75,2023-11-06,2.42,5,275,15,B93123115
35176822,Rental unit in Málaga · ★4.48 · Studio · 1 bed · 1 bath,264904966,Ana,,Centro,36.72054,-4.42263,Entire home/apt,84,2,235,2023-12-18,4.25,2,247,64,VFT/MA/17506
35189155,Rental unit in Málaga · ★4.87 · 3 bedrooms · 5 beds · 2 baths,264975292,Raquel,,Centro,36.71452,-4.42192,Entire home/apt,300,2,23,2021-07-18,0.43,1,89,0,VFT/MA/32424
35199605,Rental unit in Málaga · ★4.38 · 4 bedrooms · 6 beds · 2 baths,154045024,Novasol,,Este,36.72213,-4.37474,Entire home/apt,238,1,8,2023-02-17,0.16,1,274,2,VFT/MA/24250
35210786,Rental unit in Málaga · ★4.35 · 3 bedrooms · 6 beds · 2 baths,163417245,David,,Centro,36.72297,-4.41934,Entire home/apt,124,2,104,2023-12-11,1.90,3,234,29,CTC2019-113175
35231557,Chalet in Málaga · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,85368613,Monika,,Churriana,36.66451,-4.46316,Private room,52,1,211,2023-11-08,3.83,4,87,36,CTC-2019084631
35296287,Condo in Málaga · ★4.0 · 4 bedrooms · 7 beds · 2 baths,108414989,Elena,,Centro,36.7138,-4.42429,Entire home/apt,296,5,6,2021-08-22,0.11,3,88,0,VFT/MA/17915
35299869,Loft in Málaga · ★4.73 · Studio · 2 beds · 1 bath,11778619,Arantxa,,Centro,36.72343,-4.41935,Entire home/apt,62,5,102,2023-12-19,1.84,14,222,26,VFT/MA26904
35312627,Rental unit in Málaga · ★4.70 · 2 bedrooms · 4 beds · 1 bath,244495495,Busali,,Centro,36.71495,-4.42813,Entire home/apt,166,2,70,2023-11-28,1.27,4,259,18,VFT/MA/25390
35339183,Rental unit in Málaga · ★4.85 · 3 bedrooms · 5 beds · 2 baths,171754434,Fran,,Centro,36.72153,-4.4196,Entire home/apt,161,2,41,2023-02-08,0.74,7,43,2,VFT/MA/33493
35340085,Cottage in Málaga · 3 bedrooms · 4 beds · 2.5 baths,266061290,Jose,,Campanillas,36.7302,-4.54892,Entire home/apt,1107,7,0,,,1,297,0,CR/MA/01798
35340447,Rental unit in Málaga · ★4.86 · 2 bedrooms · 3 beds · 1 bath,202701341,Caldruiz,,Carretera de Cadiz,36.69856,-4.43693,Entire home/apt,136,3,81,2023-12-10,1.50,2,134,30,VFT/MA/31541
35343831,Rental unit in Málaga · 3 bedrooms · 5 beds · 1 bath,145648897,José Félix,,Carretera de Cadiz,36.69237,-4.44865,Entire home/apt,154,1,2,2023-06-24,0.23,1,335,2,VFT/MA/32076
35346699,Rental unit in Málaga · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,210878122,David,,Centro,36.72738,-4.42914,Private room,46,2,7,2021-03-11,0.13,2,5,0,CTC-2018145991
35381834,Rental unit in Málaga · ★4.79 · 2 bedrooms · 3 beds · 1.5 baths,122192933,Marian,,Centro,36.71997,-4.40832,Entire home/apt,124,6,23,2023-11-03,0.43,1,0,12,VFT/MA/32898
35393517,Rental unit in Málaga · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,4655095,Macarena,,Carretera de Cadiz,36.70473,-4.43528,Private room,30,1,148,2023-12-21,2.69,4,0,84,VFT/MA/33035
35418479,Rental unit in Málaga · ★4.67 · 2 bedrooms · 3 beds · 1 bath,8544512,Malaga Center Flat,,Centro,36.71816,-4.42452,Entire home/apt,164,1,18,2023-12-07,0.34,68,286,4,VFT/MA/32302
35425089,Rental unit in Málaga · ★4.85 · 1 bedroom · 3 beds · 1.5 baths,266607765,Elena,,Bailen-Miraflores,36.72241,-4.43474,Entire home/apt,89,1,33,2023-10-21,0.60,1,202,3,VFT/MA/22237
35530946,Home in Málaga · ★4.95 · 2 bedrooms · 2 beds · 1 bath,267315502,Jorge Brioso E Hijos C.B,,Centro,36.72066,-4.41117,Entire home/apt,150,5,41,2023-12-27,0.75,4,13,5,CTC-2019084604
35540748,Rental unit in Málaga · ★4.25 · 2 bedrooms · 3 beds · 1 bath,89812313,Ele,,Centro,36.7291,-4.41521,Entire home/apt,117,2,4,2022-08-05,0.07,63,338,0,VFT/MA/32421
35553374,Rental unit in Málaga · ★4.22 · 2 bedrooms · 4 beds · 1 bath,4884962,"Esther, Francisco & Sara",,Centro,36.72574,-4.42198,Entire home/apt,110,3,54,2023-12-11,0.97,15,312,15,VFT/MA/63825
35581879,Rental unit in Málaga · ★4.46 · 3 bedrooms · 3 beds · 1 bath,178441175,Pablo,,Carretera de Cadiz,36.69824,-4.44488,Entire home/apt,60,2,35,2023-08-25,0.64,12,55,6,CTC-2019051954
35637047,Rental unit in Málaga · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,268097476,Lola,,Cruz De Humilladero,36.71482,-4.43643,Private room,25,1,582,2023-12-12,10.52,3,295,147,CTC-2019110241
35678877,Rental unit in Málaga · ★4.46 · Studio · 1 bed · 1 bath,91649714,David,,Centro,36.72265,-4.4242,Entire home/apt,68,1,39,2023-12-24,0.71,4,158,37,VFT/MA/05546
35690453,Rental unit in Málaga · ★4.52 · 1 bedroom · 1 bed · 1 bath,7082899,MimoRooms,,Centro,36.7217,-4.42537,Entire home/apt,80,2,172,2023-12-11,3.12,18,41,46,Vft/ ma/16952
35751421,Rental unit in Málaga · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,23218823,Josiane,,Centro,36.72364,-4.43124,Private room,48,2,41,2023-12-11,0.76,3,365,22,VFT/MA/33898
35753614,Rental unit in Málaga · ★4.53 · 2 bedrooms · 3 beds · 2 baths,80225433,I Loft Malaga,,Centro,36.71647,-4.41231,Entire home/apt,176,1,45,2023-12-27,0.84,181,179,20,VFT/MA/04753
35761761,Rental unit in Málaga · ★4.74 · 1 bedroom · 2 beds · 1 bath,131877957,Clara,,Centro,36.72645,-4.40838,Entire home/apt,113,1,47,2023-12-25,0.86,9,269,37,A/MA/01335
35766094,Rental unit in Málaga · ★4.61 · 2 bedrooms · 4 beds · 1 bath,26143918,Olga Y Brian,,Centro,36.72507,-4.42263,Entire home/apt,151,3,33,2023-08-03,0.61,11,361,5,VFT/MA/31883
35820477,Rental unit in MÁLAGA · 3 bedrooms · 5 beds · 1 bath,205499549,Holidu,,Carretera de Cadiz,36.6966661,-4.4422895,Entire home/apt,142,1,0,,,4,365,0,VFTMA31554
35821948,Rental unit in Málaga · ★4.91 · 2 bedrooms · 2 beds · 1 bath,2477923,Caleta Homes,,Centro,36.72441,-4.41853,Entire home/apt,192,1,23,2023-11-13,0.43,73,144,5,VFT/MA/19832
35857177,Rental unit in Málaga · ★4.82 · 1 bedroom · 1 bed · 1 bath,2376686,Nuria,,Cruz De Humilladero,36.71317,-4.43018,Entire home/apt,112,4,39,2023-09-12,0.73,2,302,4,VFT/MA/15685
35860765,Rental unit in Málaga · ★4.95 · 3 bedrooms · 6 beds · 2 baths,146586328,Antonio,,Carretera de Cadiz,36.69402,-4.44264,Entire home/apt,127,3,132,2023-12-22,2.42,3,201,41,VFT/MA/14783
35890543,Rental unit in Málaga · ★4.73 · 3 bedrooms · 5 beds · 1.5 baths,269727319,Maria,,Carretera de Cadiz,36.69488,-4.45261,Entire home/apt,68,3,36,2023-12-18,0.66,1,0,8,CTC-2019114131
35894424,Rental unit in Málaga · ★3.43 · Studio · 1 bed · 1 bath,244492011,Sunset Málaga Apartments,,Este,36.72231674194336,-4.381882190704346,Entire home/apt,75,4,6,2023-10-07,0.13,48,0,4,VFT/MA/37017
35895043,Rental unit in Málaga · ★4.33 · Studio · 1 bed · 1 bath,244492011,Sunset Málaga Apartments,,Este,36.722206115722656,-4.381594181060791,Entire home/apt,75,4,15,2023-11-02,0.29,48,106,7,CTC-2019107160
35896348,Rental unit in Málaga · ★3.50 · 1 bedroom · 2 beds · 1 bath,244492011,Sunset Málaga Apartments,,Este,36.72108,-4.38226,Entire home/apt,75,4,4,2022-10-20,0.13,48,104,0,VFT/MA/35955
35942899,Rental unit in Málaga · ★4.90 · 1 bedroom · 2 beds · 1.5 baths,21771371,Jessica,,Centro,36.72257,-4.42707,Entire home/apt,76,2,58,2023-12-30,1.05,2,0,21,CTC-2019101995
35991562,Rental unit in Málaga · ★4.75 · 3 bedrooms · 4 beds · 1 bath,56934063,Raul,,Cruz De Humilladero,36.70972,-4.44076,Entire home/apt,89,5,4,2023-08-31,0.08,1,0,3,VFT/MA/34284
36011487,Rental unit in Málaga · ★4.82 · 3 bedrooms · 3 beds · 1 bath,127789359,Marta,,Centro,36.72235,-4.4308,Entire home/apt,123,5,72,2023-11-26,1.37,1,273,26,CTC-2018115762
36017660,Rental unit in Andalusia · ★4.89 · 2 bedrooms · 2 beds · 2 baths,66376156,Antonio,,Este,36.72064,-4.37286,Entire home/apt,189,2,36,2023-12-17,0.67,2,313,18,VFT/MA/17897
36032451,Rental unit in Málaga · ★4.88 · 2 bedrooms · 2 beds · 2 baths,222563700,Polina & Yana,,Centro,36.72104,-4.40968,Entire home/apt,204,5,33,2023-11-29,0.61,2,71,11,CTC-2019116586
36047061,Rental unit in Málaga · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,271195899,Ana Y Victoria,,Cruz De Humilladero,36.71063,-4.43616,Private room,,2,40,2023-10-30,0.73,2,0,3,VFT/MA/34024
