id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
96033,Rental unit in Málaga · ★4.62 · 2 bedrooms · 2 beds · 1 bath,510467,Rafael,,Este,36.72031,-4.35627,Entire home/apt,53,3,206,2023-12-17,1.66,1,260,43,VFT/MA/22043
166473,Rental unit in Málaga · ★4.73 · 1 bedroom · 4 beds · 2 shared baths,793360,Fred,,Este,36.72031,-4.36108,Private room,19,5,94,2023-11-04,0.63,4,189,6,
212845,Rental unit in Málaga · ★4.81 · 1 bedroom · 2 beds · 1.5 shared baths,617998,Valle,,Este,36.72607,-4.36383,Shared room,43,2,43,2023-06-24,0.30,2,0,3,VFT/MA/09354
330760,Townhouse in Málaga · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,1687526,Mayte,,Centro,36.729786,-4.413462,Private room,44,1,55,2023-12-15,0.38,6,325,7,VFT/MA/12240
340024,Rental unit in Málaga · ★4.83 · 1 bedroom · 1 bed · 1 bath,1725690,Carlos,,Centro,36.72813,-4.41422,Entire home/apt,61,3,244,2023-12-18,1.86,1,0,38,VFT/MA/02334
358541,Rental unit in Málaga · ★4.76 · 1 bedroom · 1 bed · 1 bath,1526932,Cristina,,Centro,36.72374,-4.4213,Entire home/apt,93,2,362,2023-12-09,2.54,1,154,27,VFT/MA/02288
413063,Rental unit in Málaga · ★4.61 · 1 bedroom · 1 bed · 1 bath,2055304,Michael,,Centro,36.720215,-4.42297,Entire home/apt,86,4,32,2023-10-27,0.23,1,205,11,CTC-2023053184
421077,Rental unit in Málaga · ★4.55 · 1 bedroom · 1 bed · 1 bath,2092252,Juliette,,Centro,36.721,-4.42454,Entire home/apt,81,1,95,2023-09-25,0.67,9,244,15,H
427860,Home in Málaga · ★4.35 · 1 bedroom · 2 beds · 1 shared bath,2126353,Pablo,,Centro,36.73323440551758,-4.415975093841553,Private room,45,3,21,2023-12-11,0.15,3,338,4,CTC-2019124497
505688,Loft in Málaga · ★4.71 · 2 bedrooms · 2 beds · 1 bath,2489890,Fede,,Centro,36.72402,-4.42013,Entire home/apt,71,4,217,2023-12-12,1.56,12,39,23,VFT/MA/00643
507961,Loft in Málaga · ★4.79 · 1 bedroom · 1 bed · 1 bath,2489890,Fede,,Centro,36.72387,-4.41937,Entire home/apt,68,4,182,2023-12-17,1.30,12,27,18,VFT/MA/00641
508787,Loft in Málaga · ★4.59 · 1 bedroom · 1 bed · 1 bath,2489890,Fede,,Centro,36.7248,-4.41913,Entire home/apt,49,3,225,2023-11-28,1.61,12,81,16,VFT/MA/00576
509073,Loft in Málaga · ★4.67 · 1 bedroom · 1 bed · 1 bath,2489890,Fede,,Centro,36.7248,-4.41913,Entire home/apt,51,4,224,2023-11-29,1.61,12,72,17,VFT/MA/00574
550804,Rental unit in Málaga · ★4.28 · Studio · 1 bed · 1.5 baths,2707228,Alfonso,,Centro,36.71647,-4.41177,Entire home/apt,49,5,86,2023-12-10,0.67,2,80,9,VFT/MA/672
577612,Rental unit in Málaga · ★4.72 · 3 bedrooms · 3 beds · 1 bath,2840633,Carolina,,Centro,36.7208251953125,-4.422372817993164,Entire home/apt,192,3,305,2023-05-29,2.35,1,302,8,VFT/MA/0032
603361,Rental unit in Málaga · ★4.80 · 1 bedroom · 2 beds · 1 private bath,2986899,Andrés,,Centro,36.72851,-4.41452,Private room,55,2,414,2023-12-15,2.98,5,110,13,VFT/MA/08683
611037,Rental unit in Málaga · ★4.66 · 1 bedroom · 1 bed · 1 bath,3029584,Javier - Cap,,Centro,36.72889,-4.42142,Entire home/apt,92,3,197,2023-11-11,1.56,1,251,20,VFT/MA/00239
634046,Condo in Málaga · ★4.67 · 3 bedrooms · 4 beds · 2 baths,2489890,Fede,,Este,36.7178,-4.34829,Entire home/apt,79,5,78,2023-07-30,0.60,12,35,5,VFT/MA/00573
655701,Rental unit in Málaga · ★4.55 · 2 bedrooms · 6 beds · 1 bath,3301281,Mariano,,Churriana,36.64943,-4.47706,Entire home/apt,93,2,74,2023-09-11,0.65,4,294,12,VFT/MA/01571
663794,Rental unit in Málaga · ★4.37 · 3 bedrooms · 3 beds · 1 bath,3301281,Mariano,,Centro,36.73097,-4.4235,Entire home/apt,71,5,35,2023-09-17,0.28,4,167,5,VFT/MA/15196
718943,Rental unit in Málaga · ★4.33 · 3 bedrooms · 5 beds · 1 bath,3083727,Loly  &,,Este,36.71823,-4.34948,Entire home/apt,141,3,9,2019-08-07,0.08,8,0,0,CTC-2018082080
726869,Home in Málaga · ★4.78 · 2 bedrooms · 3 beds · 1 bath,3764491,Alicia,,Centro,36.72844,-4.4155,Entire home/apt,73,1,9,2023-09-06,0.07,1,123,5,CTC-2019087257
730403,Rental unit in Málaga · ★3.60 · 1 bedroom · 1 bed · 1.5 shared baths,3798354,Silvia,,Carretera de Cadiz,36.69444,-4.45008,Private room,30,2,5,2023-10-31,0.05,1,255,2,
739253,Home in Málaga · ★4.92 · 2 bedrooms · 2 beds · 1 private bath,3853586,Liz,,Este,36.719255814001706,-4.342438597811261,Private room,65,1,87,2023-11-12,0.73,1,77,14,VFT/MA/62965
744037,Rental unit in Málaga · ★4.70 · 2 bedrooms · 2 beds · 1 bath,3899104,Alejandro,,Centro,36.71782,-4.41255,Entire home/apt,80,4,221,2023-12-01,1.76,1,0,20,VFT/MA/01057
746003,Rental unit in Málaga · ★5.0 · 1 bedroom · 3 beds · 1 bath,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,86,2,22,2023-03-06,0.17,3,181,3,VFT/MA/36124
753119,Rental unit in Málaga · ★4.86 · 2 bedrooms · 3 beds · 1 bath,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,99,2,43,2023-11-10,0.33,3,150,5,VFT/MA/26818
753252,Rental unit in Málaga · ★4.95 · 2 bedrooms · 2 beds · 1 bath,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,101,2,20,2023-09-11,0.15,3,185,3,VFT/MA/36209
783360,Rental unit in Málaga · ★4.74 · 4 bedrooms · 7 beds · 2.5 baths,3301281,Mariano,,Centro,36.72366,-4.41938,Entire home/apt,162,2,268,2023-12-16,2.01,4,291,34,VFT/MA/00436
786626,Rental unit in Málaga · ★4.25 · 1 bedroom · 1 bed · 1 bath,4147118,Apartamentos San Pablo,,Centro,36.72366,-4.42749,Entire home/apt,79,4,9,2022-09-26,0.07,9,342,0,A/MA/01193
786638,Rental unit in Málaga · ★5.0 · Studio · 1 bed · 1.5 baths,4147118,Apartamentos San Pablo,,Centro,36.723194,-4.428165,Entire home/apt,150,7,3,2022-02-18,0.09,9,307,0,A/MA/01193
786648,Serviced apartment in Málaga · 1 bedroom · 2 beds · 1 bath,4147118,Apartamentos San Pablo,,Centro,36.72342,-4.42748,Entire home/apt,150,5,0,,,9,245,0,N.R : A/MA/01193
786651,Rental unit in Málaga · 2 bedrooms · 3 beds · 1 bath,4147118,Apartamentos San Pablo,,Centro,36.72244,-4.42891,Entire home/apt,116,5,1,2013-12-31,0.01,9,364,0,A/MA/01193
786656,Rental unit in Málaga · 1 bedroom · 1 bed · 1 bath,4147118,Apartamentos San Pablo,,Centro,36.72295,-4.42728,Entire home/apt,90,4,0,,,9,358,0,A/MA/01193
786663,Rental unit in Málaga · 1 bedroom · 3 beds · 1 bath,4147118,Apartamentos San Pablo,,Centro,36.72341,-4.42795,Entire home/apt,150,5,2,2016-10-09,0.02,9,364,0,A/MA/01193
787704,Rental unit in Málaga · ★4.88 · 1 bedroom · 2 beds · 1 shared bath,4150267,MCarmen,,Bailen-Miraflores,36.7222,-4.44543,Private room,28,3,41,2023-12-10,0.31,1,160,16,CTC-2018131453
844426,Rental unit in Málaga · ★4.07 · 2 bedrooms · 2 beds · 1 bath,3686400,Manuel,,Centro,36.7246,-4.42487,Entire home/apt,176,2,113,2023-12-03,0.86,3,180,2,
905123,Rental unit in Málaga · ★4.19 · 3 bedrooms · 5 beds · 1 bath,4841998,Emilia Y Pepe,,Carretera de Cadiz,36.70293,-4.44553,Entire home/apt,154,1,16,2023-07-23,0.14,4,65,1,VFT/MA/01024
964289,Rental unit in Málaga · ★3.70 · 4 bedrooms · 8 beds · 1.5 baths,4841998,Emilia Y Pepe,,Cruz De Humilladero,36.71532,-4.45222,Entire home/apt,170,1,10,2023-08-20,0.13,4,155,3,VFT/MA/01619
989188,Rental unit in Málaga · ★4.90 · 1 bedroom · 2 beds · 1 bath,5430318,Benno,,Este,36.74119,-4.35908,Entire home/apt,80,4,10,2023-02-18,0.09,3,342,1,VFT/MA/08407
989607,Rental unit in Málaga · ★4.92 · 1 bedroom · 2 beds · 1 bath,5430318,Benno,,Este,36.7392,-4.35776,Entire home/apt,80,4,12,2023-08-01,0.09,3,271,1,VFT/MA/08407
990183,Loft in Málaga · ★4.88 · 1 bedroom · 1 bed · 1 bath,5437078,Maricruz,,Centro,36.72462,-4.42151,Entire home/apt,99,5,33,2023-12-10,0.28,2,118,3,VFT/MA/1093
1004920,Rental unit in Málaga · ★4.49 · 2 bedrooms · 3 beds · 1 bath,5527354,Asyr Asesores S L,,Centro,36.72025361305531,-4.423283219337462,Entire home/apt,121,3,170,2023-09-11,1.31,1,333,3,VFT/MA/00109
1021360,Rental unit in Málaga · ★4.98 · 1 bedroom · 4 beds · 1 bath,5430318,Benno,,Centro,36.71575927734375,-4.424289226531982,Entire home/apt,110,4,47,2023-11-27,0.37,3,188,10,VFT/MA/03034
1048083,Rental unit in Málaga · ★4.62 · 2 bedrooms · 2 beds · 1.5 shared baths,617998,Valle,,Este,36.72776,-4.36529,Private room,43,2,69,2023-11-21,0.53,2,0,6,VFT/MA/09354
1071665,Loft in Málaga · ★4.86 · Studio · 1 bed · 1 bath,5895070,Arantxa & George,,Centro,36.72038,-4.42298,Entire home/apt,66,5,242,2023-12-25,1.90,3,290,32,
1076040,Rental unit in Málaga · ★4.69 · 2 bedrooms · 3 beds · 1 bath,3611680,Sylvie,,Carretera de Cadiz,36.70078,-4.43868,Entire home/apt,108,5,26,2019-12-16,0.22,1,171,0,VFT/MA/02993
1114114,Rental unit in Málaga · ★4.67 · 3 bedrooms · 7 beds · 1 bath,4841998,Emilia Y Pepe,,Carretera de Cadiz,36.70265,-4.44005,Entire home/apt,264,1,12,2023-08-20,0.11,4,73,6,VFT/MA/01635
1137631,Rental unit in Málaga · ★4.81 · 2 bedrooms · 2 beds · 1 bath,6235110,Jose Mario,,Este,36.72397,-4.34701,Entire home/apt,40,12,56,2023-09-29,0.44,1,157,4,CTC-2018121343
1164851,Rental unit in Málaga · ★4.87 · 1 bedroom · 2 beds · 1 shared bath,6380806,Enky,,Este,36.71979064586116,-4.363937103594996,Private room,37,1,188,2023-12-17,1.45,2,349,19,CTC-2018176380
1183888,Rental unit in Málaga · ★4.90 · 3 bedrooms · 4 beds · 1 bath,3857601,Silvia,,Churriana,36.66463,-4.45774,Entire home/apt,71,2,315,2023-10-27,2.67,1,185,28,VFT/MA/01285
1245707,Rental unit in Málaga · ★4.50 · 1 bedroom · 1 bed · 1 bath,6788392,Pepe Y Ana,,Centro,36.72254,-4.41736,Entire home/apt,93,2,146,2023-11-26,1.15,3,180,19,VFT/MA/24789
1297077,Rental unit in Málaga · ★4.46 · 3 bedrooms · 3 beds · 1 bath,453777166,Fran Y Manu,,Centro,36.72204,-4.42271,Entire home/apt,121,1,135,2023-11-13,1.06,26,0,6,VFT/MA/01200
1297722,Rental unit in Málaga · ★4.63 · 1 bedroom · 2 beds · 1 bath,3083727,Loly  &,,Centro,36.72065,-4.43251,Entire home/apt,83,3,8,2019-08-10,0.07,8,21,0,CTC-2018031473
1306836,Rental unit in Málaga · ★4.68 · 2 bedrooms · 2 beds · 2 baths,5729425,Virginia,,Centro,36.72195,-4.41945,Entire home/apt,112,3,231,2023-12-10,1.82,1,230,22,VFT/MA/01537
1331534,Rental unit in Málaga · ★4.73 · 3 bedrooms · 3 beds · 1 bath,7222872,Ana,,Centro,36.72537,-4.42246,Entire home/apt,172,3,207,2023-12-11,1.65,2,200,21,VFT/MA/01535
1335782,Rental unit in Málaga · ★4.70 · 1 bedroom · 1 bed · 1 private bath,5268527,Andreina,,Centro,36.71556,-4.42843,Private room,43,3,333,2023-12-05,2.62,1,312,44,Registro de turismo Andalucia                VFT/MA/02084
1353804,Rental unit in Málaga · ★3.50 · 4 bedrooms · 6 beds · 2 baths,6525225,Jose,,Teatinos-Universidad,36.71849,-4.46128,Private room,80,3,4,2022-08-21,0.08,1,122,0,CTC-2018113356
1359353,Rental unit in Málaga · ★4.86 · 4 bedrooms · 5 beds · 2 baths,7378338,Mercedes,,Carretera de Cadiz,36.70152,-4.43499,Entire home/apt,196,5,103,2023-11-10,0.82,1,211,10,VFT/MA/02679
1378908,Rental unit in Málaga · ★4.77 · Studio · 1 bed · 1 bath,5895070,Arantxa & George,,Centro,36.71984,-4.42222,Entire home/apt,55,7,230,2023-12-22,1.82,3,235,17,
1437839,Rental unit in Málaga · ★4.72 · 1 bedroom · 3 beds · 1 bath,7723499,Jesus,,Centro,36.7212,-4.42211,Entire home/apt,93,4,159,2023-11-24,1.31,2,320,19,VFT/MA/03770
1449651,Rental unit in Málaga · ★4.93 · 2 bedrooms · 2 beds · 2 baths,7779962,Isabel,,Centro,36.72506,-4.41985,Entire home/apt,172,3,29,2023-11-21,0.24,1,231,9,
1498773,Rental unit in Málaga · ★4.65 · 1 bedroom · 6 beds · 1.5 baths,191241874,Carmen,,Centro,36.72527,-4.42923,Entire home/apt,75,2,120,2023-09-12,0.95,1,336,7,VFT/MA/00585
1514156,Guest suite in Málaga · ★4.81 · Studio · 1 bed · 1 bath,8083402,Regina,,Centro,36.72557830810547,-4.4195709228515625,Entire home/apt,78,6,208,2023-10-30,1.66,2,26,20,VFT/MA/24385
1534533,Rental unit in Málaga · ★4.82 · 1 bedroom · 1 bed · 1 bath,4921828,Laura,,Este,36.72278,-4.38305,Entire home/apt,91,3,114,2023-12-13,2.68,1,234,29,VFT/MA/10357
1596526,Rental unit in Málaga · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,6380806,Enky,,Este,36.719887913112,-4.363682122407885,Private room,39,1,255,2023-10-20,2.04,2,307,19,CTC-2018176380
1597241,Rental unit in Málaga · ★4.91 · 2 bedrooms · 2 beds · 1 bath,6818242,Nadine,,Centro,36.72453,-4.41813,Entire home/apt,132,5,201,2023-11-28,1.67,1,256,22,CTC-2018115175
1603598,Rental unit in Málaga · ★4.70 · Studio · 2 beds · 1 bath,8544512,Malaga Center Flat,,Centro,36.719856,-4.423673,Entire home/apt,90,1,156,2023-12-21,1.25,68,328,28,VFT/MA/00001
1640548,Rental unit in Málaga · ★4.54 · Studio · 1 bed · 1 bath,8710574,Liam,,Centro,36.72269,-4.4236,Entire home/apt,90,2,383,2023-12-27,3.10,1,162,62,CTC-2018129015
1699106,Rental unit in Málaga · ★4.57 · 1 bedroom · 1 bed · 1 bath,11420357,Nadia,,Centro,36.71972,-4.42368,Entire home/apt,79,7,134,2023-12-12,1.09,3,252,29,A/MA/01266
1757994,Loft in Málaga · ★4.63 · 1 bedroom · 4 beds · 1 bath,8217784,Francisco,,Centro,36.71934,-4.42359,Entire home/apt,121,3,87,2022-05-10,0.70,1,78,0,VFT/MA/0781
1825432,Rental unit in Málaga · ★4.50 · 1 bedroom · 2 beds · 1 bath,9552973,Eugenio,,Carretera de Cadiz,36.70163,-4.44226,Entire home/apt,85,2,51,2023-06-01,0.42,2,221,3,VFT/MA/02018
1895284,Cottage in Málaga · ★4.96 · 3 bedrooms · 4 beds · 2 baths,9848032,Riny,,Este,36.80035,-4.32961,Entire home/apt,260,3,27,2023-07-25,0.24,2,272,3,CR/MA/00454
1947485,Rental unit in Málaga · ★4.87 · Studio · 2 beds · 1 bath,10071753,Javier,,Centro,36.71608,-4.42384,Entire home/apt,54,4,154,2023-12-28,1.70,1,75,26,VFT/MA/20612
1951589,Rental unit in Málaga · ★4.62 · 2 bedrooms · 3 beds · 1 bath,10070230,Rodrigo,,Centro,36.721474,-4.420971,Entire home/apt,184,3,84,2023-09-04,0.69,2,109,12,VFT/MA/13847
1966333,Rental unit in Málaga · ★4.60 · 1 bedroom · 4 beds · 2 shared baths,793360,Fred,,Este,36.72029,-4.36088,Private room,19,5,43,2023-12-13,0.36,4,264,9,
2138517,Cottage in Málaga · ★4.75 · 1 bedroom · 1 bath,9725526,Isabel,,Churriana,36.65388,-4.51556,Entire home/apt,69,4,4,2023-05-16,0.20,1,353,2,
2145149,Rental unit in Málaga · ★4.70 · 1 bedroom · 4 beds · 2 baths,793360,Fred,,Este,36.72091,-4.35985,Private room,19,5,47,2023-12-26,0.39,4,229,6,CTC-2018118027
2163893,Rental unit in Málaga · ★4.59 · 1 bedroom · 2 beds · 1 bath,9744958,Ana,,Centro,36.72531,-4.42219,Entire home/apt,80,4,385,2023-12-04,3.28,2,348,53,VFFT / MA / 00304
2206087,Rental unit in Málaga · ★4.66 · 2 bedrooms · 4 beds · 1 bath,10163833,Veronica Y Laurent,,Este,36.72093,-4.37212,Entire home/apt,77,4,41,2023-11-16,0.35,1,137,8,VFT/MA/01112
2217020,Rental unit in Málaga · ★4.46 · 1 bedroom · 1 bed · 1 bath,2426898,Inmaculada,,Centro,36.72134,-4.40395,Entire home/apt,95,4,28,2023-12-09,0.26,1,18,1,
2275180,Loft in Málaga · ★4.58 · 1 bedroom · 2 beds · 1 bath,11074808,Maria & Arturo,,Centro,36.72357,-4.42299,Entire home/apt,58,2,378,2023-12-12,3.13,1,195,39,CTC-2017013300
2288248,Rental unit in Málaga · ★4.81 · 2 bedrooms · 4 beds · 1 bath,11689519,Valentina E Lorenzo,,Centro,36.72272,-4.42336,Entire home/apt,110,2,140,2023-12-10,1.19,1,255,6,VFT/MA/03803
2306037,Loft in Málaga · ★4.84 · Studio · 2 beds · 1 bath,11778619,Arantxa,,Centro,36.72086,-4.42318,Entire home/apt,61,5,188,2023-12-11,1.59,14,214,21,VFT/MA/13362
2327541,Rental unit in Málaga · ★4.64 · 2 bedrooms · 3 beds · 1 bath,3376700,Freshlanding,,Centro,36.71475,-4.42533,Entire home/apt,180,2,95,2023-12-17,0.80,67,158,18,VFT/MA/04352
2336145,Rental unit in Málaga · ★4.77 · 1 bedroom · 2 beds · 1 bath,11931754,Frédéric C,,Centro,36.72494,-4.42003,Entire home/apt,59,4,720,2023-12-23,6.04,2,0,72,VFT/MA/00204
2343063,Rental unit in Málaga · ★4.80 · Studio · 1 bed · 1 bath,11931754,Frédéric C,,Centro,36.72609,-4.4197,Entire home/apt,49,4,803,2023-12-18,6.75,2,167,62,VFT/MA/00202
2345165,Townhouse in Málaga · ★4.42 · 1 bedroom · 3 beds · 3 shared baths,5490522,Fali,,Centro,36.72567,-4.41849,Private room,33,1,269,2023-11-28,2.25,15,153,19,VFT / 06609
2345504,Townhouse in Málaga · ★4.39 · 1 bedroom · 1 bed · 3 shared baths,5490522,Fali,,Centro,36.72563,-4.41845,Private room,31,4,278,2023-11-29,2.32,15,157,20,VFT / 06609
2376792,Townhouse in Málaga · ★4.25 · 6 bedrooms · 14 beds · 3 baths,5490522,Fali,,Centro,36.72585,-4.41801,Entire home/apt,307,4,122,2023-12-10,1.03,15,329,19,VFT / 06609
2379888,Townhouse in Málaga · ★4.48 · 1 bedroom · 1 bed · 3 shared baths,5490522,Fali,,Centro,36.72588,-4.41801,Private room,31,1,262,2023-11-16,2.18,15,157,22,VFT/06609
2380070,Townhouse in Málaga · ★4.43 · 1 bedroom · 3 beds · 3 shared baths,5490522,Fali,,Centro,36.72585,-4.41797,Private room,31,2,211,2023-10-22,1.78,15,159,17,VFT / 06609
2380142,Townhouse in Málaga · ★4.41 · 1 bedroom · 1 bed · 3 shared baths,5490522,Fali,,Centro,36.72586,-4.41801,Private room,31,2,270,2023-12-16,2.26,15,150,23,VFT / 06609
2386623,Rental unit in Málaga · ★4.58 · Studio · 1 bed · 1.5 baths,12191066,Javier,,Centro,36.72640609741211,-4.42108678817749,Entire home/apt,500,1,218,2023-08-20,1.83,1,61,2,VFT/MA/01073
2390532,Rental unit in Málaga · ★4.90 · 4 bedrooms · 7 beds · 2 baths,12202265,Rafael,,Centro,36.72165,-4.42179,Entire home/apt,270,4,198,2023-12-20,1.69,1,0,38,VFT/MA/06767
2445809,Cottage in Málaga · ★4.81 · 2 bedrooms · 3 beds · 1 bath,12505395,Juan Carlos,,Este,36.74064862652292,-4.373766500778898,Entire home/apt,90,3,27,2023-10-30,0.29,3,266,6,VTAR/MA/014
2457257,Rental unit in Málaga · ★4.91 · 2 bedrooms · 4 beds · 1 bath,10010991,Eva,,Centro,36.72859,-4.41113,Entire home/apt,211,2,269,2023-12-28,3.48,1,323,11,VFT/MA/13333
2474715,Rental unit in Málaga · ★4.49 · Studio · 2 beds · 1 bath,8544512,Malaga Center Flat,,Centro,36.71929,-4.42301,Entire home/apt,78,1,43,2023-11-12,0.39,68,343,13,VFT/MA/10319
2486176,Rental unit in Málaga · ★4.23 · Studio · 1 bed · 1 bath,4884962,"Esther, Francisco & Sara",,Centro,36.72565,-4.42328,Entire home/apt,78,2,122,2023-09-27,1.03,15,327,2,VFT/MA/02134
2506093,Rental unit in Málaga · ★4.82 · 1 bedroom · 1 bed · 1 bath,12828040,Christine,,Centro,36.72474,-4.42189,Entire home/apt,80,4,233,2023-12-11,1.97,1,225,19,VFT/MA/01368
2534049,Rental unit in Málaga · ★4.56 · Studio · 2 beds · 1 bath,13172203,Marta,,Centro,36.72291,-4.40012,Entire home/apt,117,3,222,2023-09-25,1.90,4,319,20,VFT/MA/01913
2543688,Rental unit in Málaga · ★4.57 · 2 bedrooms · 3 beds · 1.5 baths,6429584,Blanca,,Centro,36.72814,-4.40894,Entire home/apt,75,3,65,2023-12-09,0.66,1,266,27,VFT/MA//12633
2595719,Rental unit in Málaga · ★4.70 · 1 bedroom · 2 beds · 1 bath,13290857,Máximo,,Centro,36.72311,-4.41671,Entire home/apt,71,3,69,2023-11-26,0.59,2,297,4,CTC-201646277
2647541,Home in Málaga · ★4.93 · 3 bedrooms · 4 beds · 4.5 baths,13555160,Maite,,Puerto de la Torre,36.73504,-4.46827,Entire home/apt,232,4,113,2023-10-28,0.99,1,332,15,VFT/MA/13261
2662161,Rental unit in Málaga · ★4.84 · 2 bedrooms · 5 beds · 2 baths,13627093,José Antonio,,Este,36.71801,-4.34528,Entire home/apt,130,7,62,2023-12-11,0.54,2,159,11,VFT/MA/01849
2732268,Home in Málaga · ★4.63 · 3 bedrooms · 2 beds · 1 bath,13983300,Francisco Javier,,Carretera de Cadiz,36.70783,-4.43345,Private room,50,30,8,2019-08-16,0.07,1,365,0,VFT/MA/30893
2753218,Rental unit in Málaga · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,3025868,Marthe,,Este,36.72073,-4.35903,Private room,50,3,61,2023-12-15,0.54,3,177,7,VFT/MA/01933
2753244,Rental unit in Málaga · ★4.71 · 1 bedroom · 1 bed · 1.5 shared baths,3025868,Marthe,,Este,36.72149,-4.36025,Private room,50,3,58,2023-12-12,0.52,3,171,8,VFT/MA/01933
2776054,Cottage in Málaga · ★4.81 · 3 bedrooms · 4 beds · 2 baths,9848032,Riny,,Este,36.79995,-4.32999,Entire home/apt,265,3,16,2023-09-02,0.14,2,293,2,CR/MA/00454
2868528,Rental unit in Málaga · ★4.43 · 1 bedroom · 1 bed · 1 bath,6788392,Pepe Y Ana,,Centro,36.72313,-4.41774,Entire home/apt,94,2,218,2023-12-02,1.87,3,165,38,VFT/MA/24785
2940251,Townhouse in Málaga · ★4.39 · 1 bedroom · 2 beds · 3 shared baths,5490522,Fali,,Centro,36.72703,-4.41854,Private room,19,2,327,2023-10-10,2.80,15,151,21,VFT / 06609
3003926,Rental unit in Málaga · ★4.80 · Studio · 2 beds · 1 bath,11778619,Arantxa,,Centro,36.72106,-4.42364,Entire home/apt,70,7,196,2023-12-16,1.70,14,296,28,RTA:  VFT/MA/03965
3009766,Rental unit in Málaga · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,15338230,Francisco Javier,,Centro,36.71181,-4.42957,Entire home/apt,189,2,4,2015-01-02,0.04,2,0,0,VFT/MA/58475
3023748,Rental unit in Málaga · ★4.62 · 1 bedroom · 2 beds · 1 bath,13290857,Máximo,,Centro,36.72438,-4.41837,Entire home/apt,68,3,60,2023-07-20,0.57,2,333,1,VTF/MA/37943
3024877,Rental unit in Málaga · ★4.59 · 3 bedrooms · 4 beds · 1.5 baths,3025868,Marthe,,Este,36.72049,-4.35939,Entire home/apt,117,3,41,2023-07-20,0.36,3,58,1,vft/MA/01933
3051444,Rental unit in Málaga · ★4.88 · 1 bedroom · 2 beds · 1 bath,15535210,Carmen Y Muni,,Centro,36.71896,-4.40876,Entire home/apt,100,2,554,2023-12-29,4.76,2,0,92,CTC-2016095796
3103912,Rental unit in Málaga · ★4.71 · 1 bedroom · 2 beds · 1.5 baths,15780021,Alvaro,,Este,36.72681,-4.40461,Entire home/apt,67,3,103,2023-12-09,0.89,5,0,18,
3149221,Rental unit in Málaga · ★4.74 · 4 bedrooms · 6 beds · 2 baths,8544512,Malaga Center Flat,,Centro,36.71659,-4.41208,Entire home/apt,262,1,163,2023-12-26,1.41,68,301,31,VFT/MA/03848
3183537,Chalet in Málaga · ★4.88 · 3 bedrooms · 4 beds · 3.5 baths,610685,Rafael,,Puerto de la Torre,36.74125671386719,-4.491738796234131,Entire home/apt,133,5,32,2023-09-16,0.28,1,0,11,CTC-2016074884
3197401,Loft in Málaga · ★4.62 · 1 bedroom · 3 beds · 1 bath,15780021,Alvaro,,Centro,36.72518,-4.40758,Entire home/apt,65,3,50,2023-09-20,0.47,5,56,5,
3229934,Rental unit in Málaga · ★4.39 · 2 bedrooms · 2 beds · 1 bath,16347304,Sarai,,Cruz De Humilladero,36.70922,-4.44847,Entire home/apt,71,2,147,2023-12-17,1.55,1,0,34,VFT/MA/01459
3240728,Condo in Málaga · ★4.92 · 2 bedrooms · 4 beds · 2 baths,2397662,Jesus,,Carretera de Cadiz,36.69416,-4.44338,Entire home/apt,96,2,181,2022-08-20,1.55,1,1,0,201699902331439
3243792,Rental unit in Málaga · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,16411274,Rafael,,Teatinos-Universidad,36.72149,-4.47213,Private room,19,1,25,2023-09-01,0.28,5,182,8,VFT/MA/09571
3270406,Rental unit in Málaga · ★4.42 · 3 bedrooms · 4 beds · 1.5 baths,10147055,Vasyl,,Carretera de Cadiz,36.70149,-4.43662,Entire home/apt,114,1,190,2023-12-22,1.65,4,0,26,A/MA/01773
3295510,Rental unit in Málaga · ★4.66 · 3 bedrooms · 4 beds · 2 baths,16650042,R.U Sto Tomas,,Teatinos-Universidad,36.7209,-4.47172,Entire home/apt,40,10,35,2023-08-10,0.34,12,23,2,A/MA/01590
3297232,Home in Málaga · ★4.81 · 5 bedrooms · 9 beds · 4.5 baths,16656041,Robert,,Este,36.71558,-4.34502,Entire home/apt,518,4,69,2023-10-30,0.62,6,333,8,VFT/MA/00979
3316545,Rental unit in La Malagueta · ★4.62 · 1 bedroom · 2 beds · 1 bath,16744914,Mari Paz,,Centro,36.71831,-4.41241,Entire home/apt,94,3,65,2023-10-20,0.76,1,130,3,CTC-2016105693
3353633,Home in Málaga · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,16901356,Daniel,,Centro,36.72617,-4.42408,Private room,35,5,265,2023-12-21,2.34,1,151,26,VFT/MA/11887
